,lfc,t,p,s2,s2_post,df_total,n_a,n_b,q
VIPR1,3.0872232051268904,3.3111452646572777,0.004096725585043552,3.8003074435278363,3.3750064371131674,17.125622076805527,11,6,0.9561573610520071
GLI1,2.5201319789231746,3.2921651043151754,0.004268590136125779,2.544403016247606,2.2749841240715933,17.125622076805527,11,6,0.9561573610520071
EFHC1,-0.5867484891463021,-3.2848076326969027,0.004337106938925224,0.08846273251034854,0.12387369486547822,17.125622076805527,11,6,0.9561573610520071
CRISPLD1,1.5530029114526014,3.261076885700985,0.004565569149870283,0.9522816379909942,0.8804759090273027,17.125622076805527,11,6,0.9561573610520071
RND2,-0.8751640265248449,-3.256390935700219,0.004612063582470716,0.26718693004878286,0.2804147507788516,17.125622076805527,11,6,0.9561573610520071
IER3,-0.9140361836173346,-3.2505237072964666,0.004670936417899965,0.29752075329012956,0.3069835578317907,17.125622076805527,11,6,0.9561573610520071
USP27X,0.9952617448756631,3.2499737308313446,0.004676492753606381,0.3627207769242908,0.3640909931194697,17.125622076805527,11,6,0.9561573610520071
COL9A3,-0.9686586606523349,-3.2490972223483334,0.004685361445266461,0.3410079176849578,0.3450731211187145,17.125622076805527,11,6,0.9561573610520071
LOC101084409,-0.726249002730365,-3.2481453865581966,0.004695011062854069,0.1686251941204275,0.1940864391826457,17.125622076805527,11,6,0.9561573610520071
ANKMY1,-0.5380293436359911,-3.2338541121082134,0.004842267621310813,0.06972852314371132,0.10746476447805862,17.125622076805527,11,6,0.9561573610520071
TRPV6,-1.6453159290330808,-3.220649493821353,0.004982360226218454,1.1038444769829587,1.0132268581422288,17.125622076805527,11,6,0.9561573610520071
LOC109497511,-1.230320399949485,-3.2176073880688585,0.005015195572502968,0.59510295194742,0.5676300301082585,17.125622076805527,11,6,0.9561573610520071
AQP1,1.1006303146220517,3.21551282818214,0.005037927020880967,0.46635214986536455,0.45485970138271226,17.125622076805527,11,6,0.9561573610520071
HSPA12A,0.8447840044779857,3.211706992645223,0.005079489741525597,0.25370396009088403,0.26860527907257137,17.125622076805527,11,6,0.9561573610520071
SFN,-1.6635347764467439,-3.196215424562724,0.005252174767602666,1.147755262273915,1.0516874627503625,17.125622076805527,11,6,0.9561573610520071
LOC101084234,-1.1189154240623462,-3.195932228778102,0.005255384638765662,0.49034739241551545,0.4758766686285176,17.125622076805527,11,6,0.9561573610520071
TMEM266,1.114985780051037,3.184628806979835,0.005385087801477359,0.4903744405933439,0.47590035960252175,17.125622076805527,11,6,0.9561573610520071
TMC4,-1.1910486062669032,-3.1815466765756586,0.005420996223902987,0.568236608971768,0.5440983217225768,17.125622076805527,11,6,0.9561573610520071
GATA2,-1.339106720049747,-3.1753263069130453,0.005494184021220313,0.7353573453456391,0.6904761312039166,17.125622076805527,11,6,0.9561573610520071
