,lfc,t,p,s2,s2_post,df_total,n_a,n_b,q
1700034P13Rik,-0.07893992759280122,-0.6728952132380771,0.5120029829626391,0.03145104550550648,0.03811164707340062,13.955855331682496,4,9,0.6871831482067446
Sgk3,-0.14918592782380813,-1.1628424640952986,0.2643922329516465,0.040926088061591065,0.04557987210438947,13.955855331682496,4,9,0.4675421628299071
Snhg6,0.16676885275409958,1.076152526623523,0.3001115916815823,0.0674715819730861,0.06650302056692389,13.955855331682496,4,9,0.505441715279531
Snord87,0.5642344027472407,2.2729633695526537,0.03936662234726749,0.19959789830632005,0.1706449341310533,13.955855331682496,4,9,0.16318144347448793
Tcf24,-0.27020903982960665,-1.7725482937902226,0.09812243274114647,0.064742682444059,0.06435210296955157,13.955855331682496,4,9,0.2652349092799264
Cops5,0.0025996470057920718,0.029276965147898574,0.977058254259783,0.010799523836418475,0.02183412534785969,13.955855331682496,4,9,0.9890219538466472
Cspp1,-0.16227928795052105,-1.4135579996716547,0.1794083801628867,0.02940261617054062,0.036497075830786,13.955855331682496,4,9,0.3730240062972811
Arfgef1,-0.45541107778160583,-3.5236926812206795,0.0033873505447342,0.041784199216714994,0.04625623499881804,13.955855331682496,4,9,0.047765939760275274
Prex2,0.18667505880539004,1.7447523177138027,0.1029986255735929,0.023316953210647348,0.03170035854131582,13.955855331682496,4,9,0.2722460271882425
Sulf1,0.750314131149107,4.234770335903677,0.0008379439359530083,0.0933916415280128,0.08693320190141468,13.955855331682496,4,9,0.025075850317465946
Ncoa2,-0.15414202830550705,-1.00143740467847,0.3336636817214681,0.06633545704059353,0.06560752731621307,13.955855331682496,4,9,0.5356316559547801
Tram1,0.03857543649509587,0.47224623200956456,0.6440504987657825,0.006540960004223915,0.018477526913667358,13.955855331682496,4,9,0.7851400172333457
Lactb2,-0.23292582538010187,-1.9820213921353307,0.06752430828178685,0.0316205779608241,0.038245272491848475,13.955855331682496,4,9,0.21422679120890578
Gm22616,-0.13257121323831964,-0.6841072777091408,0.5051093112621114,0.11503719215659651,0.10399421688441507,13.955855331682496,4,9,0.6817255719777
Terf1,0.1425141171172566,1.5519979865304774,0.1430399144905255,0.01272312627049643,0.02335030807345882,13.955855331682496,4,9,0.32748195013996395
Rpl7,0.26583623356422237,1.9834003980025021,0.06735535968300582,0.04621295458952723,0.049746978342247464,13.955855331682496,4,9,0.21397232949803366
Rdh10,-0.21419034155608419,-1.2043196801624956,0.24849413947723015,0.09423025862679507,0.08759419958785981,13.955855331682496,4,9,0.4521968195996338
Stau2,-0.2948646130321735,-2.4758740203733476,0.026727346274813664,0.03293058540749265,0.03927781987578705,13.955855331682496,4,9,0.13500856094892782
Ube2w,-0.11744354944482183,-1.265327695080765,0.22647263814678187,0.013365668684633725,0.023856759766137558,13.955855331682496,4,9,0.4282289447221923
Tceb1,0.04790476963504542,0.4812724564038648,0.6377814179465984,0.017907811531219932,0.02743687507437104,13.955855331682496,4,9,0.7805417285706319
Tmem70,-0.0946943453631981,-1.1485582907883953,0.2700441778375101,0.006979943837813035,0.018823533808602556,13.955855331682496,4,9,0.4731987791636699
Ly96,-0.006714358206792337,-0.04920178347023949,0.9614557147895368,0.048527255020133955,0.051571109083906906,13.955855331682496,4,9,0.9805896914810951
Tfap2b,-0.06684496611790491,-0.5600196065710407,0.5843438950687914,0.0331539991516974,0.03945391450616583,13.955855331682496,4,9,0.7410978460559484
Pkhd1,-0.533148613396766,-4.1883062258552455,0.0009169682723054015,0.04002845097706425,0.04487235488705496,13.955855331682496,4,9,0.02636517552242687
Mcm3,0.43286868944754553,2.4575895620610737,0.027684708100042216,0.09209576673893945,0.08591179387295468,13.955855331682496,4,9,0.13758662730446952
Tram2,0.1625573105341236,1.0990269373576982,0.2903547934135289,0.059961601794359984,0.060583656973461644,13.955855331682496,4,9,0.4953493863577267
Gm2693,0.16617760986939478,1.5255902772008862,0.1494511568385617,0.024784442094779483,0.03285703273589616,13.955855331682496,4,9,0.3357639913631253
Tmem14a,-0.00643644733025317,-0.05392506975037443,0.9577592032375476,0.03315170071013974,0.03945210287538195,13.955855331682496,4,9,0.9785241803133898
Gsta3,0.26483749118301514,1.21360818314439,0.24503754996221547,0.1504094013610378,0.13187457906942102,13.955855331682496,4,9,0.4485079347084826
Gm4956,1.2576893522935273,11.58845322568739,1.5117871337419875e-08,0.02448095339466236,0.03261782305494528,13.955855331682496,4,9,2.7338780579806665e-05
Gm7658,0.022591949417152923,0.2519762232088435,0.8047323250100029,0.01134128577726729,0.022261141908844526,13.955855331682496,4,9,0.8900659438776539
Gm27028,0.23441640276559772,1.0635959902559429,0.3055696055621507,0.1537636806579794,0.1345184207680802,13.955855331682496,4,9,0.5102876670596156
Ogfrl1,0.19798035143458614,1.486141964863297,0.15948034591269547,0.045449703622181585,0.049145384212667884,13.955855331682496,4,9,0.3478543329245052
B3gat2,-0.5621924168149444,-4.123467063960784,0.0010401937125784477,0.04840647792804728,0.05147591262468757,13.955855331682496,4,9,0.027826832133379466
Smap1,-0.39722356420297444,-2.101304756948647,0.054262830962769716,0.10864771881332679,0.09895803636336824,13.955855331682496,4,9,0.1917021674086421
1110058L19Rik,0.20672180080795677,1.9566659461527336,0.07070039017914714,0.02231415361079029,0.030909952268374202,13.955855331682496,4,9,0.22013203776994364
Fam135a,-0.22556580643573998,-1.3252667388529906,0.20637076979316782,0.0848783567763813,0.08022303401544129,13.955855331682496,4,9,0.40644694390172115
Gm28439,0.2552280091202528,1.4898378922661106,0.15851727853241368,0.08620844331821015,0.08127140773474334,13.955855331682496,4,9,0.34714704393770895
Gm10222,0.2609707328525348,0.9998587287488858,0.33440061938886656,0.2224459547563994,0.18865376375687412,13.955855331682496,4,9,0.5361303333727343
Gm28438,2.0486591513549843,2.0213079106242655,0.06285971222602366,3.5921855572071295,2.844681269488354,13.955855331682496,4,9,0.2060710303135926
Gm28437,0.444783579675736,2.3010293703513125,0.03733101663551023,0.11437146600773093,0.10346949178061604,13.955855331682496,4,9,0.1590563264019449
